PetID,PetType,Breed,Color,Size,Gender,pet_details,pet_characteristics
710,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
711,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
712,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
713,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is very curious about new things, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
714,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
715,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
716,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
717,Cat,Persian,Brown,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted","medium build, long silky fur, flat face, short legs"
718,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
719,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
720,Cat,Persian,White,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to perch on high places","medium build, long silky fur, flat face, short legs"
721,Cat,Persian,Orange,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is playful at dawn and dusk, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
722,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
723,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
724,Cat,Persian,Black,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion","medium build, long silky fur, flat face, short legs"
725,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
726,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
727,Cat,Persian,Brown,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, loves to play with string","medium build, long silky fur, flat face, short legs"
728,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
729,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
730,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, is litter box trained, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
731,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
732,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, has twitching nose, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
733,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
734,Cat,Persian,Orange,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, loves to play with string","medium build, long silky fur, flat face, short legs"
735,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
736,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
737,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
738,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
739,Cat,Persian,Black,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, has soft fur, loves to play with string","medium build, long silky fur, flat face, short legs"
740,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
741,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
742,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
743,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
744,Cat,Persian,Brown,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, is very independent","medium build, long silky fur, flat face, short legs"
745,Cat,Persian,Brown,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
746,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, enjoys being held gently, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
747,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, is quite agile, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
748,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
749,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
750,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, is always grooming, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
751,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
752,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
753,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
754,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
755,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
756,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
757,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
758,Cat,Persian,White,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent","medium build, long silky fur, flat face, short legs"
759,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
760,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
761,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
762,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
763,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
764,Cat,Persian,Black,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
765,Cat,Persian,Orange,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser","medium build, long silky fur, flat face, short legs"
766,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is quite agile, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
767,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
768,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
769,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
770,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
